DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	19p13.11	19	18350146	PGPEP1	PGPEP1			ENSG00000130517			rs113230003-A	rs113230003	0	113230003	intron_variant	0	0.269	6E-6	5.221848749616356		0.033	[0.019-0.047] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	2q32.1	2	187333719	CALCRL	AC007319.1			ENSG00000224063			rs840611-A	rs840611	0	840611	intron_variant	0	0.637	2E-6	5.698970004336019		0.032	[0.018-0.046] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	8p22	8	18402845	NAT2	NAT2 - PSD3	ENSG00000156006	ENSG00000156011		1627	124458	rs4646248-T	rs4646248	0	4646248	intergenic_variant	1	0.699	2E-7	6.698970004336019		0.032	[0.02-0.044] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	21q21.3	21	29162981	MAP3K7CL	MAP3K7CL			ENSG00000156265			rs73193808-A	rs73193808	0	73193808	intron_variant	0	0.169	5E-9	8.301029995663981		0.049	[0.033-0.065] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	17q23.2	17	61165403	BCAS3	BCAS3			ENSG00000141376			rs8079951-A	rs8079951	0	8079951	intron_variant	0	0.787	3E-9	8.522878745280337		0.048	[0.032-0.064] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	6q25.1	6	151239600	AKAP12	AL138733.1 - AKAP12	ENSG00000223598	ENSG00000131016		11153	367	rs6557122-T	rs6557122	0	6557122	regulatory_region_variant	1	0.754	2E-6	5.698970004336019		0.036	[0.02-0.052] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	18q21.1	18	49000440	intergenic	AC114684.1 - AC016866.3	ENSG00000266905	ENSG00000280335		36499	12666	rs2337157-A	rs2337157	0	2337157	intergenic_variant	1	0.409	2E-8	7.698970004336019		0.036	[0.022-0.05] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	18q21.1	18	49703347	intergenic	SMUG1P1 - AC090227.3	ENSG00000267444	ENSG00000267674		52187	36476	rs9964304-A	rs9964304	0	9964304	intergenic_variant	1	0.714	1E-9	9.0		0.043	[0.029-0.057] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	17q21.32	17	46829583	intergenic	WNT3, WNT3, WNT3			ENSG00000277626, ENSG00000108379, ENSG00000277641			rs8069437-T	rs8069437	0	8069437	intron_variant	0	0.214	2E-6	5.698970004336019		0.039	[0.023-0.055] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	17q21.32	17	47366128	EFCAB13	EFCAB13			ENSG00000178852			rs1912483-A	rs1912483	0	1912483	intron_variant	0	0.469	4E-6	5.3979400086720375		0.029	[0.017-0.041] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	20q13.32	20	59118574	intergenic	MRPS16P2 - ZNF831	ENSG00000232925	ENSG00000124203		4943	4807	rs236710-T	rs236710	0	236710	intergenic_variant	1	0.816	3E-8	7.522878745280337		0.047	[0.029-0.065] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	16q13	16	56953853	CETP, HERPUD1	HERPUD1 - CETP	ENSG00000051108	ENSG00000087237		8989	8070	rs56228609-T	rs56228609	0	56228609	intergenic_variant	1	0.303	3E-8	7.522878745280337		0.039	[0.025-0.053] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	10q24.33	10	103933886	intergenic	STN1 - SLK	ENSG00000107960	ENSG00000065613		15702	33254	rs4918072-A	rs4918072	0	4918072	regulatory_region_variant	1	0.272	3E-9	8.522878745280337		0.042	[0.028-0.056] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	1p36.32	1	3020251	ACTRT2	AL589702.1 - ACTRT2	ENSG00000284745	ENSG00000169717		51544	1216	rs10909862-A	rs10909862	0	10909862	intergenic_variant	1	0.789	2E-7	6.698970004336019		0.043	[0.027-0.059] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	1p36.32	1	3409348	PRDM16	PRDM16			ENSG00000142611			rs2493298-A	rs2493298	0	2493298	intron_variant	0	0.135	2E-9	8.698970004336019		0.057	[0.037-0.077] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	14q32.13	14	94371805	SERPINA1, SERPINA2	SERPINA2 - SERPINA1	ENSG00000274821	ENSG00000277377		5107	4942	rs112635299-T	rs112635299	0	112635299	intron_variant	1	0.019	5E-10	9.301029995663981		0.165	[0.11-0.22] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	12p13.31	12	7068568	C1S	C1S			ENSG00000182326			rs11838267-T	rs11838267	0	11838267	intron_variant	0	0.868	1E-9	9.0		0.058	[0.04-0.076] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	14q24.3	14	74980176	intergenic	PGF - EIF2B2	ENSG00000119630	ENSG00000119718		24550	22745	rs10131894-C	rs10131894	0	10131894	regulatory_region_variant	1	0.453	4E-9	8.397940008672037		0.038	[0.024-0.052] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	9q33.2	9	120977282	C5	C5			ENSG00000106804			rs41311933-T	rs41311933	0	41311933	intron_variant	0	0.088	6E-7	6.221848749616356		0.057	[0.035-0.079] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	6q14.1	6	81993618	intergenic	LINC02542			ENSG00000226453			rs10806235-T	rs10806235	0	10806235	intron_variant	0	0.391	1E-8	8.0		0.037	[0.025-0.049] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	11q13.4	11	75447305	GDPD5	GDPD5			ENSG00000158555			rs566818-A	rs566818	0	566818	intron_variant	0	0.314	6E-6	5.221848749616356		0.032	[0.018-0.046] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	11q13.5	11	75573289	SERPINH1	SERPINH1 - AP001922.5	ENSG00000149257	ENSG00000255326		506	9907	rs659418-T	rs659418	0	659418	intergenic_variant	1	0.846	4E-9	8.397940008672037		0.053	[0.035-0.071] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	17q21.2	17	42111440	DHX58, KAT2A	DHX58			ENSG00000108771			rs34891485-T	rs34891485	0	34891485	missense_variant	0	0.95	3E-7	6.522878745280337		0.074	[0.047-0.101] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	17q21.31	17	43021069	IFI35, RND2, VAT1	VAT1			ENSG00000108828			rs9912587-A	rs9912587	0	9912587	intron_variant	0	0.177	6E-7	6.221848749616356		0.043	[0.025-0.061] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	1p13.2	1	115212576	intergenic	LINC01765 - AL049825.1	ENSG00000233730	ENSG00000285698		109918	58191	rs12136712-A	rs12136712	0	12136712	intergenic_variant	1	0.302	4E-6	5.3979400086720375		0.032	[0.018-0.046] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	17q11.2	17	29608670	ANKRD13B, CORO6	ANKRD13B, ABHD15-AS1			ENSG00000198720, ENSG00000264031			rs7220401-T	rs7220401	0	7220401	non_coding_transcript_exon_variant	0	0.522	5E-10	9.301029995663981		0.04	[0.028-0.052] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	19p13.11	19	18479133	ELL	ELL			ENSG00000105656			rs11670056-T	rs11670056	0	11670056	intron_variant	0	0.071	4E-12	11.397940008672037		0.088	[0.063-0.113] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	12p12.2	12	20067099	LOC100506393	LINC02398			ENSG00000256287			rs10841443-C	rs10841443	0	10841443	intron_variant	0	0.34	8E-14	13.096910013008056		0.051	[0.037-0.065] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	8p21.3	8	19928145	intergenic	LPL			ENSG00000175445			rs7011846-A	rs7011846	0	7011846	intron_variant	0	0.035	4E-9	8.397940008672037		0.113	[0.076-0.15] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	8p21.3	8	19967156	LPL	LPL			ENSG00000175445			rs15285-T	rs15285	0	15285	3_prime_UTR_variant	0	0.29	8E-14	13.096910013008056		0.052	[0.038-0.066] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	8p21.3	8	20070649	intergenic	LPL - AC100802.1	ENSG00000175445	ENSG00000253775		103390	8465	rs10106652-A	rs10106652	0	10106652	intergenic_variant	1	0.273	7E-11	10.154901959985743		0.048	[0.034-0.062] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	3q25.2	3	154337010	GPR149	GPR149, AC134026.2			ENSG00000174948, ENSG00000279305			rs701145-T	rs701145	0	701145	3_prime_UTR_variant	0	0.143	4E-14	13.397940008672037		0.072	[0.054-0.09] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	4q21.21	4	80259918	FGF5	PRDM8 - FGF5	ENSG00000152784	ENSG00000138675		55589	6681	rs10857147-A	rs10857147	0	10857147	intergenic_variant	1	0.722	1E-14	14.0		0.055	[0.041-0.069] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	11q23.3	11	116778201	BUD13, ZPR1	ZPR1			ENSG00000109917			rs964184-C	rs964184	0	964184	3_prime_UTR_variant	0	0.861	8E-15	14.096910013008056		0.071	[0.053-0.089] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	10q24.32	10	102938024	CNNM2	CNNM2			ENSG00000148842			rs12414777-T	rs12414777	0	12414777	intron_variant	0	0.201	2E-12	11.698970004336019		0.055	[0.039-0.071] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	3q22.3	3	136384425	STAG1	STAG1			ENSG00000118007			rs655720-T	rs655720	0	655720	intron_variant	0	0.72	8E-12	11.096910013008056		0.049	[0.035-0.063] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	4q27	4	119988346	intergenic	LINC02502 - AC097173.2	ENSG00000250392	ENSG00000253825		24053	46687	rs7678555-A	rs7678555	0	7678555	intergenic_variant	1	0.717	3E-15	14.522878745280337		0.056	[0.042-0.07] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	12q21.33	12	89625401	ATP2B1	ATP2B1			ENSG00000070961			rs57481061-C	rs57481061	0	57481061	intron_variant	0	0.825	9E-14	13.045757490560675		0.061	[0.045-0.077] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	2p24.1	2	19742712	intergenic	AC019055.1 - CISD1P1	ENSG00000235911	ENSG00000213403		25136	83537	rs16986953-A	rs16986953	0	16986953	intergenic_variant	1	0.116	1E-15	15.0		0.086	[0.064-0.108] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	16q23.1	16	75428157	CFDP1	AC009163.5, CFDP1			ENSG00000261717, ENSG00000153774			rs12930452-A	rs12930452	0	12930452	intron_variant	0	0.422	1E-15	15.0		0.052	[0.038-0.066] unit decrease	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	34,541 cases, 261,984 controls	88,192 cases, 162,544 controls	1q21.3	1	154455807	IL6R	IL6R			ENSG00000160712			rs12133641-A	rs12133641	0	12133641	intron_variant	0	0.603	3E-11	10.522878745280337		0.043	[0.029-0.057] unit increase	Affymetrix [7947838] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005194	Genome-wide genotyping array
